id,Class_1,Class_2,Class_3,Class_4
100036,0.073059877,0.393072332,0.335675978,0.198191813
100037,0.079747965,0.514305536,0.230596515,0.175349983
100038,0.090136955,0.438513397,0.407663151,0.063686497
100039,0.081547282,0.56951529,0.223733555,0.125203872
100040,0.084930258,0.553037513,0.232249074,0.129783155
100041,0.069707738,0.602773085,0.133735924,0.193783252
100042,0.07034374,0.513215762,0.184987318,0.23145318
100043,0.088765883,0.511610247,0.236575876,0.163047994
100044,0.078465278,0.62221129,0.155239117,0.144084315
100045,0.095451478,0.551444491,0.274820474,0.078283556
100046,0.057573053,0.668407148,0.156437691,0.117582108
100047,0.07308976,0.583542641,0.158393123,0.184974476
100048,0.084884569,0.697830924,0.157822946,0.059461561
100049,0.08197374,0.520790434,0.234160888,0.163074938
100050,0.082135235,0.592140962,0.220763062,0.104960741
100051,0.073849806,0.617150546,0.157465098,0.15153455
100052,0.086085448,0.608087069,0.160159122,0.145668361
100053,0.07435383,0.574561325,0.138317314,0.21276753
100054,0.066782234,0.347410118,0.424358929,0.161448719
100055,0.108415846,0.732297911,0.118476513,0.040809729
100056,0.098854326,0.519873534,0.24046784,0.140804301
100057,0.087932505,0.501546103,0.337921121,0.072600271
100058,0.079232065,0.370043111,0.440766737,0.109958087
100059,0.078802461,0.6538773,0.16842525,0.098894989
100060,0.079148064,0.455440894,0.232726687,0.232684355
100061,0.091228777,0.566165757,0.185772237,0.156833228
100062,0.085396515,0.628594873,0.145908426,0.140100186
100063,0.084821874,0.526499259,0.240032119,0.148646749
100064,0.090113684,0.522809289,0.251531768,0.135545258
100065,0.074032863,0.53009477,0.185204316,0.210668051
100066,0.07546599,0.701114863,0.126953961,0.096465186
100067,0.080473254,0.4986425,0.271913963,0.148970282
100068,0.083258916,0.517327442,0.237821131,0.161592512
100069,0.093966177,0.511594468,0.328710916,0.065728439
100070,0.081572593,0.464599882,0.218321515,0.23550601
100071,0.073890215,0.652068553,0.148505789,0.125535442
100072,0.084110801,0.558869941,0.21813458,0.138884678
100073,0.091739299,0.676412126,0.154373841,0.077474735
100074,0.077189595,0.674658146,0.145092437,0.103059821
100075,0.074672937,0.532683476,0.19180719,0.200836397
100076,0.09024838,0.638135533,0.154503046,0.117113041
100077,0.082644767,0.623058994,0.222428458,0.07186778
100078,0.071904972,0.661231788,0.138437075,0.128426166
100079,0.06726984,0.568151468,0.216704115,0.147874576
100080,0.084511699,0.597879286,0.183006455,0.13460256
100081,0.080623462,0.548794866,0.245648902,0.124932771
100082,0.084729128,0.603558637,0.179277715,0.13243452
100083,0.116418353,0.508415205,0.157739874,0.217426568
100084,0.096743058,0.698356099,0.129196588,0.075704255
100085,0.079507826,0.515462556,0.174174506,0.230855111
100086,0.092628005,0.546051387,0.219589401,0.141731206
100087,0.090309878,0.607260831,0.16692582,0.135503471
100088,0.082870054,0.603211154,0.151679056,0.162239736
100089,0.076508432,0.501136036,0.240266935,0.182088597
100090,0.078733833,0.581702316,0.15155518,0.188008672
100091,0.123906756,0.642778118,0.144437362,0.088877764
100092,0.09634772,0.581382502,0.17391947,0.148350308
100093,0.094287264,0.58698355,0.204902793,0.113826393
100094,0.082375572,0.593747517,0.195348895,0.128528016
100095,0.082807297,0.529830728,0.251208896,0.13615308
100096,0.082228142,0.7083945,0.131506565,0.077870793
100097,0.091245331,0.467408905,0.351594051,0.089751714
100098,0.105035179,0.499611683,0.304334599,0.091018539
100099,0.089682841,0.653749237,0.176474299,0.080093622
100100,0.073380127,0.698095261,0.131294768,0.097229845
100101,0.076630334,0.452692053,0.306742983,0.163934631
100102,0.085717745,0.530757535,0.2086624,0.17486232
100103,0.09383472,0.534721088,0.243447484,0.127996708
100104,0.0712987,0.586403297,0.202849324,0.139448679
100105,0.083625333,0.477953047,0.236886033,0.201535587
100106,0.085641595,0.562805049,0.18904815,0.162505206
100107,0.076562959,0.606729452,0.233114426,0.083593163
100108,0.063548709,0.620857385,0.177062876,0.13853103
100109,0.090306072,0.488726954,0.24192103,0.179045943
100110,0.102273953,0.660053785,0.153054261,0.084618001
100111,0.08638746,0.618740453,0.163111163,0.131760925
100112,0.114221931,0.502502591,0.262392034,0.120883445
100113,0.077111759,0.544650575,0.278431186,0.09980648
100114,0.076660137,0.72188753,0.089218162,0.112234171
100115,0.082432834,0.703964839,0.133478761,0.080123566
100116,0.099785446,0.519883823,0.260626016,0.119704715
100117,0.07837606,0.633171805,0.144718211,0.143733923
100118,0.086334437,0.503978607,0.226658342,0.183028614
100119,0.084150166,0.539678201,0.293598924,0.082572709
100120,0.072221922,0.631586351,0.162729113,0.133462614
100121,0.114632996,0.640760736,0.19591609,0.048690178
100122,0.079647522,0.49516835,0.344178216,0.081005912
100123,0.082385301,0.746492527,0.082913402,0.08820877
100124,0.127591365,0.567386633,0.2012466,0.103775402
100125,0.109564653,0.514550231,0.265208899,0.110676217
100126,0.073356488,0.710472466,0.102754655,0.113416391
100127,0.100616972,0.671363056,0.124865641,0.103154331
100128,0.087350988,0.456936634,0.361843902,0.093868476
100129,0.090564822,0.63115272,0.115945532,0.162336926
100130,0.068372405,0.610188829,0.186802415,0.134636351
100131,0.091319128,0.500523872,0.248539584,0.159617416
100132,0.082136092,0.56233647,0.214288252,0.141239186
100133,0.112469167,0.577423727,0.206233718,0.103873388
100134,0.085669859,0.683369937,0.099261907,0.131698296
100135,0.099423743,0.516790988,0.275617423,0.108167845
100136,0.104995022,0.348623363,0.488015014,0.058366601
100137,0.090353524,0.531400519,0.264898851,0.113347107
100138,0.110633177,0.621292759,0.185871656,0.082202408
100139,0.074357406,0.557446254,0.189261192,0.178935148
100140,0.087562749,0.493455941,0.320991545,0.097989765
100141,0.089436197,0.678017904,0.131973332,0.100572568
100142,0.116015387,0.354142329,0.371649704,0.158192581
100143,0.069433273,0.699825595,0.073833069,0.156908062
100144,0.080565307,0.56937994,0.212480879,0.137573873
100145,0.094978278,0.606315634,0.223667907,0.075038181
100146,0.080461494,0.333602755,0.490042659,0.095893092
100147,0.08137675,0.567806419,0.230949215,0.119867616
100148,0.091056916,0.499570658,0.222419778,0.186952648
100149,0.057330299,0.750847491,0.114666385,0.077155825
100150,0.100646407,0.526126815,0.248270298,0.12495648
100151,0.062442397,0.620424309,0.170939249,0.146194045
100152,0.071487002,0.530761096,0.220217517,0.177534385
100153,0.09452243,0.688128868,0.15123526,0.066113442
100154,0.080849266,0.508334914,0.202978158,0.207837662
100155,0.085434126,0.382394499,0.444325479,0.087845897
100156,0.085096691,0.571200916,0.226389152,0.117313241
100157,0.086534432,0.523109296,0.320484978,0.069871294
100158,0.089595144,0.533241041,0.305996554,0.071167261
100159,0.085967555,0.49623636,0.235072204,0.182723882
100160,0.097427206,0.561318434,0.233787406,0.107466953
100161,0.089292348,0.544984441,0.245636971,0.12008624
100162,0.074784567,0.540114307,0.273440256,0.11166087
100163,0.095355395,0.656360585,0.116807632,0.131476388
100164,0.091711869,0.538810628,0.161306857,0.208170647
100165,0.108974722,0.654064362,0.169753208,0.067207708
100166,0.076632227,0.613451306,0.175326715,0.134589752
100167,0.07825913,0.610443213,0.156333806,0.154963851
100168,0.09375249,0.572588911,0.220883255,0.112775345
100169,0.087590188,0.619822531,0.208406149,0.084181132
100170,0.073436099,0.522267427,0.19103476,0.213261714
100171,0.09706821,0.560329227,0.227789496,0.114813067
100172,0.083718589,0.561548381,0.144687498,0.210045531
100173,0.088399215,0.669907899,0.132180272,0.109512614
100174,0.093533095,0.584590913,0.19099851,0.130877482
100175,0.08958884,0.523535388,0.21494755,0.171928222
100176,0.086374748,0.647231932,0.204482407,0.061910913
100177,0.081189321,0.596510558,0.196354261,0.12594586
100178,0.074039203,0.631189783,0.22767559,0.067095424
100179,0.095283162,0.580229355,0.198860984,0.125626499
100180,0.089711565,0.624817914,0.165341431,0.120129091
100181,0.08081239,0.611193167,0.205537463,0.10245698
100182,0.08803383,0.617068258,0.188934555,0.105963358
100183,0.096811297,0.559109886,0.185715682,0.158363135
100184,0.105190202,0.635940457,0.133625133,0.125244208
100185,0.068523739,0.629956541,0.131727912,0.169791809
100186,0.079252253,0.577937863,0.240967707,0.101842177
100187,0.100038148,0.678406945,0.130597733,0.090957175
100188,0.082659132,0.533197189,0.234563869,0.14957981
100189,0.086066394,0.515949906,0.209202363,0.188781337
100190,0.083476832,0.441201579,0.274644072,0.200677517
100191,0.081449933,0.543896537,0.242611771,0.132041759
100192,0.079539523,0.555480559,0.281633816,0.083346103
100193,0.068431103,0.532105621,0.271614607,0.127848668
100194,0.082264114,0.519393372,0.223891127,0.174451387
100195,0.08370951,0.426986633,0.315184584,0.174119273
100196,0.085230233,0.5670479,0.196622409,0.151099457
100197,0.069966515,0.618366328,0.172162661,0.139504496
100198,0.068708824,0.720597351,0.145442799,0.065251025
100199,0.094250175,0.729341547,0.102435764,0.073972515
100200,0.098287859,0.472286251,0.33681059,0.0926153
100201,0.077120827,0.666425943,0.140809969,0.115643261
100202,0.080696257,0.678500889,0.146340348,0.094462507
100203,0.088458321,0.646643704,0.184532489,0.080365487
100204,0.092280127,0.514391663,0.232583004,0.160745206
100205,0.103804778,0.478076207,0.259682774,0.158436242
100206,0.067266701,0.593349396,0.22606259,0.113321313
100207,0.079947097,0.566061653,0.18356924,0.170422009
100208,0.098101951,0.655538395,0.154619631,0.091740024
100209,0.075926313,0.547912065,0.269578117,0.106583506
100210,0.081707776,0.596725368,0.151934753,0.169632102
100211,0.084575148,0.584006045,0.199072738,0.132346069
100212,0.138526705,0.603995345,0.221150796,0.036327154
100213,0.086371016,0.459819156,0.313887418,0.13992241
100214,0.102874238,0.681430145,0.133858811,0.081836806
100215,0.075742108,0.505207561,0.331407387,0.087642944
100216,0.085008289,0.525673711,0.296453385,0.092864615
100217,0.084780686,0.448498794,0.328407645,0.138312875
100218,0.086807109,0.533705282,0.257623112,0.121864497
100219,0.084200905,0.502629783,0.292013216,0.121156096
100220,0.103204867,0.614974977,0.203461408,0.078358748
100221,0.103866574,0.665437084,0.15783585,0.072860492
100222,0.093288111,0.664743983,0.164001594,0.077966312
100223,0.079148479,0.556959974,0.182076689,0.181814858
100224,0.078120346,0.470923567,0.23256067,0.218395417
100225,0.083310088,0.61192895,0.223919251,0.080841712
100226,0.088780742,0.61709481,0.194388507,0.09973594
100227,0.107557895,0.491371052,0.292334147,0.108736907
100228,0.075393905,0.497157299,0.212751773,0.214697023
100229,0.075796209,0.60152242,0.180926444,0.141754927
100230,0.088641719,0.632854043,0.147877351,0.130626887
100231,0.091940108,0.447518075,0.417480203,0.043061614
100232,0.086595929,0.504788296,0.222247269,0.186368506
100233,0.073714611,0.370645824,0.404050119,0.151589446
100234,0.102164973,0.746320443,0.079178115,0.072336469
100235,0.075582313,0.711052974,0.130599528,0.082765185
100236,0.088865618,0.50634266,0.249673793,0.155117929
100237,0.084431686,0.698981119,0.123192696,0.093394499
100238,0.071917025,0.532857959,0.268105503,0.127119513
100239,0.085008623,0.461566904,0.309868771,0.143555701
100240,0.080260166,0.554628286,0.205874185,0.159237363
100241,0.105095867,0.635077078,0.10135101,0.158476045
100242,0.095261214,0.514296934,0.228940756,0.161501095
100243,0.073092685,0.49727407,0.280038376,0.14959487
100244,0.080506154,0.558654402,0.192133597,0.168705847
100245,0.086128349,0.614885742,0.154807779,0.144178129
100246,0.082267418,0.395089469,0.448474701,0.074168412
100247,0.082396643,0.689533682,0.135962944,0.09210673
100248,0.080539539,0.468710686,0.232059306,0.218690469
100249,0.077889374,0.673570539,0.15122452,0.097315567
100250,0.083467874,0.604549533,0.139345792,0.172636801
100251,0.091936176,0.542391197,0.250660263,0.115012364
100252,0.059368084,0.624464247,0.080500055,0.235667614
100253,0.082751325,0.600516461,0.207700213,0.109032001
100254,0.079463483,0.652410487,0.166350846,0.101775184
100255,0.106045954,0.431892953,0.413289196,0.048771897
100256,0.08662669,0.483971359,0.312319891,0.117082059
100257,0.07703848,0.615766703,0.133445991,0.173748826
100258,0.065075667,0.663665791,0.229468568,0.041789974
100259,0.084458593,0.542507448,0.224793705,0.148240253
100260,0.082972296,0.588124964,0.230618596,0.098284144
100261,0.073732303,0.599188279,0.153060971,0.174018447
100262,0.083928323,0.58101865,0.25578242,0.079270607
100263,0.089203704,0.564103932,0.191241698,0.155450666
100264,0.088089963,0.537445,0.29084959,0.083615447
100265,0.079334312,0.610219094,0.159611516,0.150835079
100266,0.075641274,0.535917219,0.239677837,0.14876367
100267,0.082663446,0.550862368,0.244842288,0.121631899
100268,0.082807208,0.592769211,0.200874527,0.123549054
100269,0.089368378,0.572406981,0.21203184,0.126192802
100270,0.072826102,0.496648047,0.281638277,0.148887574
100271,0.104996229,0.659858037,0.163459937,0.071685797
100272,0.067697335,0.599418087,0.181892993,0.150991585
100273,0.058108537,0.664145695,0.145352082,0.132393686
100274,0.080341092,0.495747658,0.362530331,0.061380919
100275,0.103409509,0.570613068,0.203471912,0.122505511
100276,0.08501347,0.556007352,0.248993024,0.109986155
100277,0.097270862,0.580974125,0.234122487,0.087632526
100278,0.074820683,0.590909739,0.232172845,0.102096733
100279,0.110419291,0.5528002,0.239850433,0.096930076
100280,0.096410017,0.436445948,0.321713156,0.145430879
100281,0.094932797,0.546963371,0.204616623,0.153487208
100282,0.075417462,0.50971093,0.286787288,0.12808432
100283,0.035759327,0.669313137,0.164678951,0.130248585
100284,0.103017121,0.472909218,0.277348433,0.146725228
100285,0.088723905,0.599483048,0.216269275,0.095523772
100286,0.120439221,0.361846485,0.387556212,0.130158082
100287,0.088028994,0.595952602,0.207004004,0.109014399
100288,0.096221589,0.518919495,0.266852007,0.118006909
100289,0.067522266,0.578550437,0.204301227,0.149626071
100290,0.071994712,0.556640425,0.240781826,0.130583037
100291,0.0771614,0.619874382,0.198345063,0.104619154
100292,0.089089322,0.700753636,0.110178832,0.099978211
100293,0.077298545,0.543881942,0.191220004,0.187599509
100294,0.088876028,0.559958567,0.177525955,0.173639449
100295,0.073324591,0.638758748,0.140826408,0.147090253
100296,0.061507738,0.748352594,0.08802388,0.102115788
100297,0.065593742,0.653733833,0.164921986,0.115750439
100298,0.077515677,0.552916187,0.236271639,0.133296497
100299,0.085102889,0.689205289,0.154213606,0.071478216
100300,0.100811138,0.513698359,0.270163892,0.115326611
100301,0.076668425,0.617985964,0.20027086,0.105074752
100302,0.09234766,0.656920544,0.170319317,0.080412479
100303,0.072896327,0.599378864,0.245422526,0.082302282
100304,0.096598286,0.572894502,0.197502897,0.133004314
100305,0.071526258,0.606484464,0.215413939,0.106575339
100306,0.070641779,0.465622561,0.371326858,0.092408802
100307,0.094557069,0.504868996,0.227942067,0.172631868
100308,0.075716273,0.582830452,0.163172691,0.178280584
100309,0.074522586,0.661687599,0.115298896,0.148490919
100310,0.090477698,0.57219483,0.220608581,0.116718892
100311,0.076836239,0.476315416,0.256501384,0.190346961
100312,0.091235319,0.66541175,0.185861525,0.057491406
100313,0.070403421,0.617699258,0.124783759,0.187113562
100314,0.075727299,0.575160447,0.243298169,0.105814085
100315,0.073562059,0.595499422,0.230358073,0.100580446
100316,0.078861636,0.593488654,0.167715806,0.159933904
100317,0.073281257,0.495153326,0.336387718,0.095177698
100318,0.069533212,0.6610076,0.162849789,0.1066094
100319,0.04903634,0.440354308,0.429930323,0.080679029
100320,0.079799583,0.475277709,0.37202672,0.072895988
100321,0.092023987,0.700736666,0.092644852,0.114594495
100322,0.081096562,0.559161814,0.277450774,0.08229085
100323,0.108575064,0.458357118,0.380556235,0.052511583
100324,0.097969504,0.388527364,0.408976387,0.104526745
100325,0.0861401,0.644058178,0.148180675,0.121621047
100326,0.093143343,0.511524968,0.285063854,0.110267834
100327,0.109606997,0.637950143,0.150487959,0.101954902
100328,0.087707216,0.587694832,0.209536361,0.115061592
100329,0.085570035,0.548490285,0.179985911,0.185953769
100330,0.081251385,0.629817469,0.155997534,0.132933611
100331,0.096558773,0.522081104,0.227148091,0.154212032
100332,0.073552527,0.614112806,0.168635236,0.143699431
100333,0.084688748,0.472111405,0.272418152,0.170781696
100334,0.090336053,0.545416012,0.196972736,0.167275199
100335,0.08454591,0.666566034,0.156249026,0.09263903
100336,0.069980339,0.50486405,0.284425315,0.140730296
100337,0.078559006,0.687137727,0.122168446,0.112134821
100338,0.058222918,0.365392501,0.484441807,0.091942774
100339,0.0703318,0.510370332,0.298744934,0.120552934
100340,0.075698402,0.510206068,0.204108191,0.209987339
100341,0.103786213,0.49945356,0.246433182,0.150327045
100342,0.089142402,0.613338231,0.149315389,0.148203979
100343,0.093446139,0.305668153,0.466846566,0.134039142
100344,0.084467782,0.659967667,0.16289634,0.092668211
100345,0.079517108,0.6649382,0.15887611,0.096668582
100346,0.139675168,0.621111471,0.095075657,0.144137703
100347,0.090240467,0.550681802,0.192028804,0.167048927
100348,0.090228435,0.365817583,0.491573263,0.052380719
100349,0.087307037,0.561935264,0.222431597,0.128326102
100350,0.0807821,0.591318052,0.165330864,0.162568984
100351,0.098494477,0.492735136,0.271988426,0.136781961
100352,0.113516551,0.658452399,0.132510895,0.095520155
100353,0.079610017,0.433890815,0.352997477,0.133501691
100354,0.088503672,0.451341196,0.322082194,0.138072938
100355,0.102027453,0.569568046,0.244009954,0.084394547
100356,0.074333917,0.478488054,0.208243785,0.238934244
100357,0.097655055,0.617084718,0.19736909,0.087891137
100358,0.080139028,0.62277704,0.16578231,0.131301622
100359,0.071888009,0.49678974,0.285157605,0.146164646
100360,0.086905273,0.715086124,0.118541093,0.079467509
100361,0.119515902,0.383720023,0.395886258,0.100877817
100362,0.082882243,0.538665889,0.266637891,0.111813977
100363,0.078606987,0.547418321,0.187065632,0.18690906
100364,0.085061413,0.604165311,0.186852995,0.12392028
100365,0.099562652,0.502601581,0.267399501,0.130436266
100366,0.077777499,0.528266127,0.235810655,0.158145718
100367,0.081423804,0.557760198,0.194873062,0.165942937
100368,0.086967975,0.564155686,0.178048931,0.170827408
100369,0.075394653,0.617206226,0.16289225,0.14450687
100370,0.097891033,0.494195771,0.258522325,0.149390872
100371,0.07443022,0.628833303,0.168208154,0.128528323
100372,0.091038634,0.54745106,0.243996444,0.117513862
100373,0.090726954,0.512189151,0.207051457,0.190032439
100374,0.082645555,0.561452423,0.246116208,0.109785813
100375,0.077439977,0.625297558,0.156134136,0.14112833
100376,0.085193619,0.513703141,0.290992938,0.110110302
100377,0.149822508,0.559410539,0.203592391,0.087174561
100378,0.098017275,0.616862097,0.191021891,0.094098737
100379,0.079704383,0.498051161,0.211985109,0.210259347
100380,0.082519466,0.441520837,0.24053681,0.235422888
100381,0.090044574,0.544909772,0.22304536,0.142000293
100382,0.082137289,0.525438236,0.200923805,0.19150067
100383,0.075802686,0.63888767,0.147814343,0.137495302
100384,0.087058161,0.517635987,0.245369244,0.149936607
100385,0.106409588,0.459680832,0.336316149,0.097593432
100386,0.082105729,0.570068645,0.279948963,0.067876663
100387,0.070697543,0.637077234,0.182076081,0.110149142
100388,0.076310601,0.631337445,0.168062025,0.124289929
100389,0.0986221,0.504178258,0.293043366,0.104156276
100390,0.087487375,0.56427047,0.164836438,0.183405717
100391,0.056236516,0.617142158,0.146857409,0.179763917
100392,0.083916062,0.665060191,0.129350436,0.121673311
100393,0.084814969,0.63866535,0.185252931,0.091266749
100394,0.080193511,0.626913269,0.171456714,0.121436506
100395,0.070446847,0.657942125,0.17781969,0.093791337
100396,0.075489782,0.651765285,0.14929005,0.123454883
100397,0.077779972,0.526192811,0.25141508,0.144612137
100398,0.080435641,0.55075489,0.225359891,0.143449578
100399,0.088341835,0.690581677,0.098148089,0.122928399
100400,0.079709937,0.612257942,0.153720343,0.154311779
100401,0.074665182,0.70146347,0.133527241,0.090344108
100402,0.083084084,0.664145065,0.157619061,0.095151791
100403,0.078663261,0.52470125,0.208668958,0.187966531
100404,0.086206463,0.572613609,0.189653243,0.151526685
100405,0.091950091,0.549141137,0.253288052,0.10562072
100406,0.097592874,0.529090812,0.243919323,0.129396991
100407,0.097922095,0.624964893,0.174584501,0.102528511
100408,0.089894198,0.536723143,0.190918887,0.182463771
100409,0.044534447,0.544432472,0.266041899,0.144991181
100410,0.082140683,0.536954247,0.226829336,0.154075734
100411,0.117867105,0.619463462,0.168535202,0.094134232
100412,0.084799834,0.610033767,0.198838417,0.106327982
100413,0.111728247,0.496964393,0.292366949,0.098940412
100414,0.095860032,0.522029526,0.272288211,0.109822231
100415,0.092804527,0.615285569,0.187856216,0.104053688
100416,0.076159318,0.418254235,0.309524729,0.196061718
100417,0.091364159,0.621730156,0.222399146,0.064506539
100418,0.068720848,0.583734409,0.138350872,0.209193871
100419,0.078576122,0.656346588,0.164664306,0.100412984
100420,0.076780239,0.614593699,0.144928571,0.163697491
100421,0.08880965,0.654757515,0.148835879,0.107596956
100422,0.079781427,0.673244806,0.132830042,0.114143725
100423,0.101256331,0.615951975,0.145935172,0.136856522
100424,0.102231083,0.679341334,0.129803871,0.088623711
100425,0.084366554,0.728085653,0.109523707,0.078024086
100426,0.077674829,0.610217728,0.234323298,0.077784145
100427,0.094075283,0.653583916,0.185525302,0.066815499
100428,0.063785041,0.654386601,0.187884075,0.093944282
100429,0.062091237,0.570240251,0.25679074,0.110877772
100430,0.085580044,0.562541765,0.242699701,0.10917849
100431,0.069500044,0.661087632,0.128529669,0.140882655
100432,0.08340641,0.615715025,0.206752336,0.094126228
100433,0.090455859,0.563624862,0.168782917,0.177136362
100434,0.077832974,0.59532157,0.215229456,0.111616
100435,0.078409946,0.676828511,0.180928346,0.063833197
100436,0.098214,0.762660939,0.092651119,0.046473942
100437,0.070445005,0.717266531,0.148584583,0.063703881
100438,0.072412969,0.584644005,0.16401246,0.178930566
100439,0.081470008,0.593144655,0.185035936,0.140349401
100440,0.093614613,0.477109454,0.29096405,0.138311882
100441,0.120965957,0.538004069,0.151689307,0.189340667
100442,0.07377992,0.594374371,0.192071576,0.139774133
100443,0.085754514,0.568756347,0.223559893,0.121929246
100444,0.076238753,0.415106262,0.339481014,0.169173971
100445,0.10470926,0.64141161,0.158954026,0.094925104
100446,0.076081996,0.691375489,0.110217821,0.122324693
100447,0.067093166,0.411690387,0.448698359,0.072518088
100448,0.099409584,0.567640611,0.231540807,0.101408998
100449,0.067003078,0.62659409,0.182815698,0.123587135
100450,0.085805129,0.648066373,0.164242978,0.10188552
100451,0.069945216,0.610786286,0.191585701,0.127682797
100452,0.078075412,0.626651746,0.163954354,0.131318488
100453,0.11736756,0.653191503,0.156704883,0.072736054
100454,0.074494701,0.50384923,0.293731659,0.12792441
100455,0.079650687,0.696409954,0.121285567,0.102653792
100456,0.087605759,0.496878284,0.316653255,0.098862703
100457,0.087141926,0.448559711,0.347476473,0.11682189
100458,0.086978298,0.579498642,0.205195332,0.128327728
100459,0.076323204,0.692086857,0.146454734,0.085135205
100460,0.090600133,0.644602483,0.157200632,0.107596752
100461,0.077198416,0.522384827,0.213447673,0.186969084
100462,0.099704112,0.514842415,0.279526066,0.105927407
100463,0.070476771,0.432238048,0.326398254,0.170886927
100464,0.097183974,0.535867298,0.252793175,0.114155553
100465,0.089257847,0.669585494,0.151499825,0.089656834
100466,0.088639133,0.490082467,0.21099538,0.21028302
100467,0.079466769,0.765416525,0.072027862,0.083088844
100468,0.07914673,0.668424643,0.101251101,0.151177526
100469,0.094273536,0.571938263,0.174849151,0.15893905
100470,0.102628959,0.46576003,0.315553826,0.116057186
100471,0.079332485,0.681528906,0.125468669,0.11366994
100472,0.072686963,0.566220376,0.174141721,0.186950941
100473,0.07666863,0.578264973,0.132609933,0.212456463
100474,0.121580838,0.458422026,0.218436395,0.201560741
100475,0.083486434,0.440627705,0.384410387,0.091475474
100476,0.084909349,0.654095381,0.177027935,0.083967335
100477,0.084277858,0.649285901,0.139921495,0.126514746
100478,0.086347513,0.552294523,0.197323783,0.164034181
100479,0.111603708,0.683306685,0.137824779,0.067264829
100480,0.086831959,0.504683534,0.323795961,0.084688546
100481,0.077306643,0.551693481,0.207064447,0.163935428
100482,0.083445487,0.482652924,0.341880557,0.092021033
100483,0.079695826,0.556514717,0.201969192,0.161820264
100484,0.081098251,0.610451961,0.218718753,0.089731036
100485,0.080172686,0.625899508,0.15832451,0.135603296
100486,0.089994687,0.578579963,0.205903813,0.125521537
100487,0.07418506,0.664008411,0.160081128,0.101725401
100488,0.072399474,0.558069915,0.221417847,0.148112764
100489,0.090428396,0.686774089,0.138513376,0.084284138
100490,0.089867572,0.533761048,0.159637825,0.216733554
100491,0.075629797,0.629588737,0.155852783,0.138928683
100492,0.08891801,0.68447976,0.156113093,0.070489137
100493,0.057955691,0.689673078,0.132655333,0.119715899
100494,0.067980313,0.605058722,0.142172227,0.184788738
100495,0.124994131,0.439866741,0.339104971,0.096034157
100496,0.077690205,0.55474946,0.15865717,0.208903164
100497,0.080679755,0.604182679,0.193578544,0.121559022
100498,0.063199833,0.575104154,0.293692644,0.06800337
100499,0.088446282,0.680411194,0.173862617,0.057279907
100500,0.083254774,0.347968939,0.410568764,0.158207522
100501,0.0775505,0.660963793,0.154328888,0.107156819
100502,0.081696804,0.684988466,0.151626388,0.081688341
100503,0.079144419,0.564096791,0.253014063,0.103744726
100504,0.072147041,0.523641452,0.255724477,0.14848703
100505,0.076109155,0.566838372,0.170124659,0.186927813
100506,0.075948895,0.436036406,0.225456342,0.262558357
100507,0.068523801,0.605264398,0.160345221,0.16586658
100508,0.078489717,0.578142752,0.157584832,0.185782699
100509,0.093718368,0.60886428,0.176867045,0.120550307
100510,0.077557425,0.683959521,0.144448872,0.094034182
100511,0.094121304,0.479062738,0.251983016,0.174832941
100512,0.079244937,0.719698207,0.136903818,0.064153038
100513,0.095337356,0.514651407,0.286158936,0.103852301
100514,0.074264265,0.597448219,0.19431559,0.133971926
100515,0.079770554,0.565449552,0.191496637,0.163283257
100516,0.07288869,0.669838025,0.169657285,0.087616
